443632447889375232	ca	-2.69e+02	ca	correct
447009957670838272	es	-2.98e+02	es	correct
443876819708952576	gl	-1.43e+02	gl	correct
440584448456015873	en	-1.53e+02	en	correct
449859994578862080	ca	-2.11e+02	ca	correct
447406392576864256	en	-3.56e+02	en	correct
448206924904148992	gl	-4.24e+02	es	wrong
440552295433273344	es	-1.59e+02	es	correct
445560928726425600	es	-2.99e+02	es	correct
449164705270362112	ca	-1.42e+02	ca	correct
447676085820727296	gl	-2.11e+02	es	wrong
446046274597687297	es	-1.28e+02	es	correct
448476619402125312	en	-1.79e+02	en	correct
449253487936016384	es	-3.31e+02	es	correct
450272134875840512	es	-1.38e+02	es	correct
441107340386107392	ca	-1.89e+02	ca	correct
442452458032619520	es	-1.70e+02	es	correct
441986932328136704	es	-2.31e+02	es	correct
448131075760746496	en	-5.99e+01	en	correct
444956345373315072	ca	-1.74e+02	ca	correct
450278626966376448	ca	-1.30e+02	ca	correct
447392255427768320	es	-7.36e+01	es	correct
447730168782913536	en	-6.26e+01	en	correct
445349624426299393	gl	-1.96e+02	es	wrong
450367496680636417	ca	-2.97e+02	ca	correct
449121617361534976	es	-2.93e+02	es	correct
442637064920924160	en	-2.67e+02	en	correct
440105886443646977	es	-2.17e+02	es	correct
444565010556420098	ca	-8.15e+01	en	wrong
440743893555220480	ca	-1.47e+02	ca	correct
450428410746380289	es	-1.21e+02	es	correct
443726042612895744	en	-1.84e+02	en	correct
447749368897355776	gl	-2.11e+02	es	wrong
444178912374173696	es	-1.56e+02	es	correct
444160986657083392	es	-3.68e+02	es	correct
445372599393337344	gl	-1.67e+02	es	wrong
440570171120693248	es	-5.84e+01	es	correct
447014115236933632	ca	-1.18e+02	es	wrong
441330603884306433	gl	-3.56e+02	gl	correct
446661431434682368	ca	-1.39e+02	ca	correct
447855342257709056	ca	-7.48e+01	en	wrong
443365982212743168	en	-1.91e+02	en	correct
450029179179110400	ca	-3.95e+02	ca	correct
439706382796066816	gl	-4.36e+01	es	wrong
448864343896358912	pt	-1.30e+02	gl	wrong
446705302348791808	en	-1.76e+02	en	correct
448719402884952064	es	-9.05e+01	es	correct
442617546458808320	es	-1.09e+02	gl	wrong
444391078658326528	es	-1.43e+02	es	correct
449423729555406848	ca	-3.50e+02	ca	correct
443490769727651840	es	-9.77e+01	es	correct
450019767534247936	gl	-1.57e+02	gl	correct
440091222049574912	es	-1.65e+02	es	correct
449192637258825728	es	-4.26e+02	es	correct
448572042464755714	es	-2.13e+02	es	correct
443398646420500480	en	-2.09e+02	en	correct
442956241804201984	ca	-1.55e+02	ca	correct
449593790668734464	es	-5.76e+01	es	correct
444843545611210752	es	-1.27e+02	es	correct
444205891391610881	ca	-1.18e+02	ca	correct
440937505597034496	es	-1.11e+02	es	correct
440788931572142080	es	-5.21e+01	es	correct
444582230451834880	gl	-2.42e+02	es	wrong
449962162757595136	es	-8.81e+01	es	correct
440571263715528705	en	-1.82e+02	en	correct
444944189814734849	es	-2.23e+02	es	correct
445143332365533184	es	-1.45e+01	es	correct
445624432842006528	en	-8.57e+01	en	correct
444824325951324160	gl	-2.23e+02	es	wrong
449134058568974336	ca	-2.25e+02	ca	correct
446203879563460609	en	-5.29e+01	en	correct
447764279836835841	es	-9.44e+01	es	correct
441981619487137792	gl	-7.81e+01	gl	correct
440620349257166848	ca	-1.40e+02	ca	correct
441202779525480449	gl	-5.57e+01	gl	correct
441175896016560128	es	-3.07e+02	es	correct
442383516274548736	ca	-3.41e+02	ca	correct
440565223632957441	es	-7.78e+01	es	correct
447387655870103553	gl	-4.20e+02	es	wrong
441707414325583872	es	-2.03e+02	es	correct
448211395902193664	en	-3.20e+02	en	correct
447821733895368705	ca	-1.35e+02	ca	correct
443662078558371840	es	-2.88e+02	es	correct
450397678703501312	es	-4.09e+02	es	correct
446741039207170049	es	-3.66e+01	es	correct
441335384425762816	ca	-3.73e+02	ca	correct
442082545027801088	es	-8.81e+01	es	correct
447845919611191296	pt	-9.49e+01	es	wrong
445916094407380992	gl	-2.43e+02	es	wrong
448723668978642944	es	-1.19e+02	es	correct
439755307015995392	es	-2.71e+02	es	correct
445136008477421568	es	-9.15e+01	es	correct
447352986369806336	es	-1.53e+02	es	correct
443803781772632064	ca	-3.58e+02	ca	correct
442428667172777984	ca	-2.32e+02	ca	correct
441596249637408768	es	-3.78e+02	es	correct
440216973444517888	es	-1.14e+02	es	correct
447859295124992000	eu	-1.13e+02	es	wrong
450208723391512576	gl	-1.85e+02	gl	correct
441338039823241216	gl	-1.48e+02	gl	correct
443888604935630848	es	-1.80e+02	es	correct
445616142640746496	gl	-1.60e+02	es	wrong
447751535574147072	ca	-2.57e+02	ca	correct
442385417011462144	gl	-1.45e+02	es	wrong
447973194272882688	es	-1.49e+02	es	correct
445192703194976256	ca	-1.61e+02	ca	correct
448962080809689088	ca	-3.59e+02	ca	correct
440066067847970816	ca	-1.87e+02	ca	correct
441193282195169280	ca	-3.44e+02	ca	correct
445894022163628032	gl	-2.43e+02	es	wrong
450605193798107136	es	-8.79e+01	es	correct
442649066342977536	en	-4.98e+01	en	correct
449975599843786752	ca	-2.71e+02	ca	correct
448571548589641729	es	-2.82e+02	es	correct
445021467609419776	es	-6.05e+01	es	correct
447744256825102336	en	-1.73e+02	en	correct
441961354065612801	ca	-3.87e+02	ca	correct
442263248025694208	ca	-3.02e+02	ca	correct
446658467403952128	ca	-2.51e+02	ca	correct
445323713698070528	en	-3.04e+02	es	wrong
441705368440545280	en	-1.06e+02	en	correct
447318829048532992	es	-8.99e+01	es	correct
441683789803433984	es	-2.24e+02	es	correct
448208023744696320	es	-1.43e+01	es	correct
446782390695104512	es	-2.38e+02	es	correct
440465900920008705	gl	-2.53e+02	gl	correct
441337526780174336	es	-2.09e+02	es	correct
447755704439701504	gl	-1.28e+02	es	wrong
439396486577926144	es	-1.66e+02	es	correct
446036516494934016	es	-3.55e+01	es	correct
440904687337099264	ca	-1.56e+02	ca	correct
443021180854079488	pt	-7.03e+01	ca	wrong
450636897992589313	es	-3.31e+02	es	correct
448960031812513793	es	-8.85e+01	es	correct
444769927061569536	gl	-1.25e+02	gl	correct
445622938075955200	ca	-2.29e+02	ca	correct
448920616134262784	en	-2.96e+02	en	correct
440067079895785472	es	-8.78e+01	es	correct
445992451028029440	en	-2.36e+02	en	correct
441261671454355456	es	-2.91e+02	es	correct
447469177851621376	ca	-7.16e+01	ca	correct
444785162975735808	es	-1.67e+02	es	correct
441252772030451712	pt	-1.88e+02	gl	wrong
446773440289460225	en	-3.49e+02	en	correct
440111659181674496	es	-1.28e+02	es	correct
442926139523469312	gl	-2.67e+02	gl	correct
448198239695941633	es	-2.20e+02	es	correct
447334119106953216	es	-8.58e+01	es	correct
446742968238882816	es	-1.74e+02	es	correct
443843058866864128	ca	-8.54e+01	ca	correct
445121758916771840	es	-4.13e+02	es	correct
446660879040667649	es	-3.30e+02	es	correct
448869035208617984	gl	-1.74e+02	es	wrong
446908826932236288	es	-1.54e+02	es	correct
448899023236108288	en	-4.79e+01	en	correct
450382712256593920	ca	-1.65e+02	ca	correct
448256391099461633	es	-2.16e+02	es	correct
446387230048006145	es	-2.54e+02	es	correct
443817049945812993	eu	-1.32e+02	es	wrong
446276745340411904	gl	-7.78e+01	es	wrong
440846334737018880	es	-1.81e+02	es	correct
446894866543673344	es	-4.55e+01	es	correct
441910791240171520	es	-4.39e+01	es	correct
440265632987492352	gl	-1.11e+02	es	wrong
447516074855387136	gl	-1.31e+02	es	wrong
443222528535048192	es	-2.25e+02	es	correct
444760562770378752	gl	-3.47e+02	gl	correct
440755833950187520	es	-1.73e+02	es	correct
440155560126984192	es	-1.46e+02	es	correct
448876687422681088	es	-1.48e+02	es	correct
444006854256250880	es	-2.56e+02	es	correct
444586272133505024	ca	-1.47e+02	ca	correct
441694760269807616	es	-3.45e+02	es	correct
446727294628143104	es	-1.37e+02	es	correct
447509428544503808	ca	-3.27e+02	ca	correct
444807759272624128	en	-1.32e+02	en	correct
442288568799854592	gl	-1.14e+02	es	wrong
446783071204175872	es	-2.46e+02	es	correct
445687860700917760	ca	-2.36e+02	ca	correct
450388835692998656	pt	-2.39e+01	gl	wrong
448901844816113665	es	-3.01e+02	es	correct
448708512408158208	es	-1.57e+01	gl	wrong
448154975466967040	es	-1.11e+02	es	correct
450524046506344448	gl	-1.17e+02	es	wrong
442272321836158976	pt	-4.29e+01	es	wrong
449662341781938176	es	-2.36e+02	es	correct
444226407020130304	es	-1.28e+02	es	correct
442666118973767681	ca	-3.40e+02	ca	correct
445002154865356800	gl	-1.18e+02	es	wrong
442342726424858624	ca	-3.33e+02	ca	correct
449657477374963712	es	-7.46e+01	es	correct
440150134308212738	es	-1.35e+02	es	correct
448172514142060544	es	-5.28e+01	es	correct
444137081573752832	es	-4.24e+02	es	correct
440219174359826433	es	-1.60e+02	es	correct
444819701320142848	es	-5.26e+01	gl	wrong
442971204199403520	es	-1.98e+02	gl	wrong
445934125984514048	es	-9.89e+01	es	correct
450750981857640448	es	-3.73e+02	es	correct
449295760744804352	ca	-2.03e+02	ca	correct
442964033046839296	es	-6.43e+01	gl	wrong
447395984902221825	es	-3.53e+02	es	correct
445236602449969152	ca	-1.48e+02	es	wrong
443143186324930562	es	-1.65e+02	es	correct
442778938088357888	en	-3.50e+02	en	correct
445211890290266113	es	-1.40e+02	es	correct
450302587301289984	es	-1.25e+02	es	correct
447343702139486209	es	-4.22e+00	es	correct
443077639780442112	es	-1.28e+02	es	correct
444093554051534849	es	-2.01e+02	es	correct
442313426602565633	en	-1.03e+02	en	correct
448558853635190784	es	-1.17e+02	es	correct
449345446277046272	es	-2.19e+02	es	correct
450036899437359104	es	-2.18e+02	es	correct
445916002019446784	es	-2.07e+02	es	correct
441712285074358273	gl	-3.56e+02	es	wrong
441533173789642753	es	-2.11e+02	es	correct
442755270503309313	es	-1.53e+02	es	correct
448405255689359360	es	-2.25e+02	es	correct
443319493230854144	gl	-1.43e+02	gl	correct
450385782675894272	es	-2.17e+02	es	correct
445292631929933824	gl	-1.16e+02	es	wrong
